wavelength,scan1-2,scan2-2,absorbance2,scan1-4,scan2-4,absorbance4
803.54226,0.01054,0.00935,0.009945,0.00789,0.0083,0.008095
801.48189,0.01139,0.01032,0.010855,0.00842,0.00875,0.008585
799.42153,0.0121,0.01111,0.011605,0.00874,0.00917,0.008955
797.36116,0.01266,0.01177,0.012215,0.00908,0.00955,0.009315
795.3008,0.01325,0.01246,0.012855,0.00958,0.00995,0.009765
793.24043,0.01402,0.0132,0.01361,0.0101,0.01041,0.010255
791.18007,0.01477,0.01395,0.01436,0.01052,0.01086,0.01069
789.1197,0.01532,0.01476,0.01504,0.01077,0.01111,0.01094
787.05934,0.016,0.01557,0.015785,0.01112,0.01125,0.011185
784.99897,0.01686,0.01638,0.01662,0.01166,0.0114,0.01153
782.93861,0.01765,0.01734,0.017495,0.01218,0.01172,0.01195
780.87825,0.01858,0.01855,0.018565,0.01278,0.01237,0.012575
778.81788,0.01968,0.01982,0.01975,0.01351,0.0131,0.013305
776.75752,0.02066,0.02083,0.020745,0.01422,0.01373,0.013975
774.69715,0.02152,0.02161,0.021565,0.01489,0.01453,0.01471
772.63679,0.02237,0.02248,0.022425,0.01568,0.0155,0.01559
770.57642,0.02329,0.02366,0.023475,0.01669,0.01644,0.016565
768.51606,0.0243,0.02497,0.024635,0.01758,0.01722,0.0174
766.45569,0.02555,0.02619,0.02587,0.01803,0.01777,0.0179
764.39533,0.02709,0.0273,0.027195,0.01847,0.01834,0.018405
762.33496,0.02851,0.02839,0.02845,0.01926,0.01916,0.01921
760.2746,0.02978,0.02952,0.02965,0.02028,0.02014,0.02021
758.21423,0.03134,0.03088,0.03111,0.02157,0.02124,0.021405
756.15387,0.03328,0.0328,0.03304,0.02326,0.02271,0.022985
754.0935,0.03555,0.03532,0.035435,0.02513,0.02462,0.024875
752.03314,0.03834,0.03828,0.03831,0.02694,0.02659,0.026765
749.97277,0.04163,0.04146,0.041545,0.02884,0.02843,0.028635
747.91241,0.04477,0.04432,0.044545,0.03127,0.03064,0.030955
745.85204,0.04698,0.04632,0.04665,0.03432,0.03341,0.033865
743.79168,0.04834,0.04765,0.047995,0.03743,0.03618,0.036805
741.73131,0.04932,0.04872,0.04902,0.03932,0.03804,0.03868
739.67095,0.05013,0.04958,0.049855,0.03926,0.03826,0.03876
737.61059,0.05109,0.05043,0.05076,0.0383,0.03738,0.03784
735.55022,0.05248,0.05161,0.052045,0.0377,0.03672,0.03721
733.48986,0.05442,0.05354,0.05398,0.03798,0.037,0.03749
731.42949,0.05759,0.05691,0.05725,0.03934,0.03829,0.038815
729.36913,0.06238,0.06193,0.062155,0.04182,0.0406,0.04121
727.30876,0.06832,0.06819,0.068255,0.04551,0.04409,0.0448
725.2484,0.07492,0.07506,0.07499,0.05037,0.04884,0.049605
723.18803,0.08095,0.08102,0.080985,0.05549,0.05394,0.054715
721.12767,0.08426,0.08424,0.08425,0.05915,0.05765,0.0584
719.0673,0.08368,0.08404,0.08386,0.06017,0.05879,0.05948
717.00694,0.08073,0.08176,0.081245,0.05936,0.05813,0.058745
714.94657,0.0782,0.07966,0.07893,0.05877,0.0577,0.058235
712.88621,0.07734,0.07903,0.078185,0.05938,0.05837,0.058875
710.82584,0.07787,0.07988,0.078875,0.06067,0.05965,0.06016
708.76548,0.07935,0.08151,0.08043,0.06224,0.06123,0.061735
706.70511,0.0813,0.08303,0.082165,0.06429,0.06312,0.063705
704.64475,0.08301,0.08408,0.083545,0.06679,0.06525,0.06602
702.58438,0.08399,0.0848,0.084395,0.06958,0.06774,0.06866
700.52402,0.08381,0.08497,0.08439,0.0729,0.07087,0.071885
698.46365,0.0824,0.08422,0.08331,0.07682,0.07455,0.075685
696.40329,0.08049,0.0828,0.081645,0.08114,0.0786,0.07987
694.34293,0.07888,0.08123,0.080055,0.08561,0.0829,0.084255
692.28256,0.07779,0.07985,0.07882,0.08947,0.08675,0.08811
690.2222,0.07681,0.07874,0.077775,0.09178,0.08923,0.090505
688.16183,0.0756,0.07742,0.07651,0.0924,0.09019,0.091295
686.10147,0.07397,0.07555,0.07476,0.09163,0.08997,0.0908
684.0411,0.07198,0.07352,0.07275,0.08979,0.08875,0.08927
681.98074,0.06978,0.07147,0.070625,0.08717,0.08658,0.086875
679.92037,0.06733,0.06934,0.068335,0.08365,0.08356,0.083605
677.86001,0.06486,0.06725,0.066055,0.07939,0.07992,0.079655
675.79964,0.06262,0.06511,0.063865,0.075,0.0762,0.0756
673.73928,0.06044,0.063,0.06172,0.07113,0.07292,0.072025
671.67891,0.05813,0.06111,0.05962,0.06803,0.07026,0.069145
669.61855,0.05552,0.05906,0.05729,0.06501,0.06747,0.06624
667.55818,0.05267,0.05663,0.05465,0.06087,0.06331,0.06209
665.49782,0.05047,0.05485,0.05266,0.05721,0.05965,0.05843
663.43745,0.04846,0.05315,0.050805,0.05461,0.05711,0.05586
661.37709,0.04643,0.05105,0.04874,0.0522,0.05448,0.05334
659.31672,0.04482,0.04891,0.046865,0.04967,0.05188,0.050775
657.25636,0.04355,0.04715,0.04535,0.04702,0.04963,0.048325
655.19599,0.04243,0.04612,0.044275,0.04468,0.0476,0.04614
653.13563,0.04153,0.0455,0.043515,0.0429,0.04581,0.044355
651.07527,0.04086,0.04481,0.042835,0.04147,0.04427,0.04287
649.0149,0.04019,0.04402,0.042105,0.04013,0.04284,0.041485
646.95454,0.03969,0.04362,0.041655,0.03888,0.04156,0.04022
644.89417,0.03982,0.044,0.04191,0.03796,0.04062,0.03929
642.83381,0.0403,0.04486,0.04258,0.03751,0.04001,0.03876
640.77344,0.04109,0.04582,0.043455,0.03717,0.03949,0.03833
638.71308,0.04264,0.04697,0.044805,0.03651,0.039,0.037755
636.65271,0.04448,0.04838,0.04643,0.03584,0.03861,0.037225
634.59235,0.0464,0.04995,0.048175,0.03576,0.03845,0.037105
632.53198,0.04859,0.05174,0.050165,0.03617,0.03858,0.037375
630.47162,0.05035,0.05337,0.05186,0.03646,0.03868,0.03757
628.41125,0.05099,0.05422,0.052605,0.03645,0.03855,0.0375
626.35089,0.05052,0.05397,0.052245,0.03642,0.03859,0.037505
624.29052,0.04923,0.05296,0.051095,0.03657,0.03901,0.03779
622.23016,0.04781,0.05218,0.049995,0.03676,0.03925,0.038005
620.16979,0.04666,0.05167,0.049165,0.03678,0.03897,0.037875
618.10943,0.04566,0.05074,0.0482,0.03684,0.03865,0.037745
616.04906,0.04497,0.0499,0.047435,0.03696,0.03866,0.03781
613.9887,0.04459,0.04981,0.0472,0.03699,0.03883,0.03791
611.92833,0.04418,0.04978,0.04698,0.03709,0.03916,0.038125
609.86797,0.0438,0.04929,0.046545,0.03735,0.03949,0.03842
607.80761,0.04375,0.04893,0.04634,0.03805,0.03992,0.038985
605.74724,0.04402,0.04911,0.046565,0.0392,0.04053,0.039865
603.68688,0.04442,0.04954,0.04698,0.0401,0.0412,0.04065
601.62651,0.04491,0.05035,0.04763,0.0407,0.04211,0.041405
599.56615,0.04569,0.05145,0.04857,0.04155,0.04321,0.04238
597.50578,0.04653,0.05196,0.049245,0.04298,0.04468,0.04383
595.44542,0.04711,0.05182,0.049465,0.04506,0.04688,0.04597
593.38505,0.04751,0.05172,0.049615,0.04744,0.04939,0.048415
591.32469,0.04797,0.05199,0.04998,0.04991,0.05159,0.05075
589.26432,0.04838,0.05247,0.050425,0.05271,0.05371,0.05321
587.20396,0.04827,0.05266,0.050465,0.05601,0.05692,0.056465
585.14359,0.04777,0.05256,0.050165,0.06,0.06144,0.06072
583.08323,0.04715,0.05209,0.04962,0.0645,0.06592,0.06521
581.02286,0.04585,0.05083,0.04834,0.06795,0.06928,0.068615
578.9625,0.04357,0.04917,0.04637,0.06868,0.07053,0.069605
576.90213,0.04123,0.04735,0.04429,0.06631,0.06872,0.067515
574.84177,0.0392,0.04477,0.041985,0.0616,0.06449,0.063045
572.7814,0.03721,0.04178,0.039495,0.05614,0.05938,0.05776
570.72104,0.03521,0.0393,0.037255,0.05089,0.05437,0.05263
568.66067,0.03305,0.03764,0.035345,0.04606,0.04981,0.047935
566.60031,0.0308,0.03641,0.033605,0.04178,0.04573,0.043755
564.53995,0.02874,0.03498,0.03186,0.03825,0.04235,0.0403
562.47958,0.02689,0.03346,0.030175,0.03608,0.03979,0.037935
560.41922,0.02525,0.03228,0.028765,0.03489,0.03779,0.03634
558.35885,0.02401,0.03111,0.02756,0.03377,0.03665,0.03521
556.29849,0.02301,0.02976,0.026385,0.03274,0.03632,0.03453
554.23812,0.02196,0.02859,0.025275,0.03211,0.03601,0.03406
552.17776,0.02114,0.02754,0.02434,0.032,0.03541,0.033705
550.11739,0.02042,0.02634,0.02338,0.03243,0.03506,0.033745
548.05703,0.01959,0.02526,0.022425,0.0337,0.03563,0.034665
545.99666,0.01893,0.02413,0.02153,0.03612,0.03726,0.03669
543.9363,0.01855,0.02287,0.02071,0.03859,0.03932,0.038955
541.87593,0.0181,0.02216,0.02013,0.03946,0.04051,0.039985
539.81557,0.01748,0.02178,0.01963,0.03852,0.04009,0.039305
537.7552,0.01686,0.02114,0.019,0.03636,0.03832,0.03734
535.69484,0.01649,0.0202,0.018345,0.03396,0.03596,0.03496
533.63447,0.01662,0.01974,0.01818,0.03189,0.03388,0.032885
531.57411,0.01664,0.01994,0.01829,0.0301,0.03216,0.03113
529.51374,0.01561,0.0196,0.017605,0.02866,0.03072,0.02969
527.45338,0.01396,0.01861,0.016285,0.02711,0.02929,0.0282
525.39301,0.01288,0.01775,0.015315,0.02563,0.02792,0.026775
523.33265,0.01215,0.01674,0.014445,0.02504,0.0268,0.02592
521.27229,0.01108,0.01562,0.01335,0.02458,0.02532,0.02495
519.21192,0.01029,0.01493,0.01261,0.0237,0.02388,0.02379
517.15156,0.01087,0.01454,0.012705,0.02305,0.02347,0.02326
515.09119,0.01166,0.01393,0.012795,0.02253,0.02366,0.023095
513.03083,0.01138,0.01341,0.012395,0.02136,0.02312,0.02224
510.97046,0.01071,0.01323,0.01197,0.02026,0.02214,0.0212
508.9101,0.0104,0.01331,0.011855,0.02024,0.0219,0.02107
506.84973,0.01048,0.01371,0.012095,0.02037,0.02187,0.02112
504.78937,0.01071,0.01382,0.012265,0.01973,0.02131,0.02052
502.729,0.0108,0.01297,0.011885,0.01888,0.0208,0.01984
500.66864,0.01099,0.01218,0.011585,0.01842,0.02049,0.019455
498.60827,0.01152,0.01253,0.012025,0.01823,0.01997,0.0191
496.54791,0.01145,0.01279,0.01212,0.01827,0.01986,0.019065
494.48754,0.01044,0.01235,0.011395,0.01872,0.02048,0.0196
492.42718,0.01003,0.01255,0.01129,0.01892,0.02016,0.01954
490.36681,0.01118,0.0134,0.01229,0.01819,0.01885,0.01852
488.30645,0.01284,0.01392,0.01338,0.01716,0.01814,0.01765
486.24608,0.01378,0.01399,0.013885,0.01647,0.01758,0.017025
484.18572,0.01342,0.01359,0.013505,0.01616,0.01684,0.0165
482.12535,0.01176,0.01283,0.012295,0.01587,0.01655,0.01621
480.06499,0.00947,0.01145,0.01046,0.01478,0.01606,0.01542
478.00463,0.00714,0.00925,0.008195,0.013,0.01487,0.013935
475.94426,0.00529,0.00693,0.00611,0.01203,0.01394,0.012985
473.8839,0.00415,0.00483,0.00449,0.01214,0.01377,0.012955
471.82353,0.00309,0.00312,0.003105,0.01185,0.01319,0.01252
469.76317,0.00201,0.00215,0.00208,0.01099,0.01194,0.011465
467.7028,0.00162,0.00184,0.00173,0.01063,0.01119,0.01091
465.64244,0.00155,0.00178,0.001665,0.01083,0.01089,0.01086
463.58207,0.00146,0.00172,0.00159,0.01111,0.01079,0.01095
461.52171,0.00159,0.00164,0.001615,0.01115,0.01123,0.01119
459.46134,0.00162,0.00096,0.00129,0.01067,0.01165,0.01116
457.40098,0.00127,0,0.000635,0.00952,0.01082,0.01017
455.34061,0.00049,-0.00024,0.000125,0.00823,0.00911,0.00867
453.28025,0,-0.00008,-0.00004,0.00801,0.00862,0.008315
451.21988,0.00053,-0.00002,0.000255,0.00863,0.00935,0.00899
449.15952,0.00144,0.00033,0.000885,0.00852,0.00923,0.008875
447.09915,0.00172,0.00104,0.00138,0.00812,0.00825,0.008185
445.03879,0.00194,0.00161,0.001775,0.00827,0.00755,0.00791
442.97842,0.00294,0.0023,0.00262,0.00818,0.00659,0.007385
440.91806,0.00421,0.00379,0.004,0.00757,0.00513,0.00635
438.85769,0.00496,0.00533,0.005145,0.00664,0.00434,0.00549
436.79733,0.00584,0.00588,0.00586,0.00631,0.00488,0.005595
434.73697,0.00751,0.00632,0.006915,0.00707,0.00578,0.006425
432.6766,0.00963,0.00819,0.00891,0.00728,0.00605,0.006665
430.61624,0.01216,0.0111,0.01163,0.00647,0.00646,0.006465
428.55587,0.0145,0.01363,0.014065,0.00624,0.0072,0.00672
426.49551,0.01619,0.01536,0.015775,0.00657,0.00654,0.006555
424.43514,0.01836,0.01705,0.017705,0.00577,0.004,0.004885
422.37478,0.02127,0.01823,0.01975,0.0043,0.00182,0.00306
420.31441,0.02385,0.01909,0.02147,0.00404,0.00171,0.002875
418.25405,0.02504,0.02099,0.023015,0.00421,0.00198,0.003095
416.19368,0.02415,0.02266,0.023405,0.00323,0.00083,0.00203
414.13332,0.02309,0.02419,0.02364,0.00253,0,0.001265
412.07295,0.02287,0.02545,0.02416,0.00229,-0.00122,0.000535
410.01259,0.02174,0.02365,0.022695,0.00095,-0.00233,-0.00069
407.95222,0.01827,0.01868,0.018475,0,-0.00262,-0.00131
405.89186,0.01348,0.01304,0.01326,0.00009,-0.0021,-0.001005
403.83149,0.00845,0.00824,0.008345,0.00048,-0.00162,-0.00057
401.77113,0.00337,0.00437,0.00387,0.00001,-0.00059,-0.00029
399.71076,0,0,0,0,0,0
